ID,HashTags,TweetText,mentions_other,mentions_limited_types,URLs,User
22,RoeVWade,"Maybe if we called school shootings ""post-birth abortions"" the Republican Party would give a damn about them. #RoeVWade #AlabamaAbortionBan",Republican Party;,Republican Party;,,VioPerrotte
23,,"Alabama reaches a new, deeply unconstitutional low. Abortion is not a crime, it is a medical procedure, a constitutional right,  above all else, a choice for women to make without government interference. We’ll never stop fighting for women to have control over their own bodies. ",Alabama;Abortion;,Alabama;;,,Cupcake072761
24,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,thevongie
25,,“Step 1 was to get Brett Kavanaugh appointed to the Supreme Court. Step 2 was to enact multiple laws in multiple states so that they could work their way up the appeals process. Step 3 is Kavanaugh paying back all of the favors it took to get him appointed.”,"Brett Kavanaugh,Supreme Court;;Kavanaugh","Brett Kavanaugh,Supreme Court;;Kavanaugh",,bob_levitt
26,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,debjohn718
27,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,JoyTaylorTalks
28,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,MicaelaGarzoni
29,,"The whole misogynist Republican enterprise is now out in the open.

We're fighting a battle on the state level not just for abortion rights—but for a woman's fundamental freedom to make her own decisions about her own body. ",Republican;,Republican;,,HelenRosenthal
30,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama  trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",",Israel;Alabama,US,Israel",,LPinedaBR80
31,RoeVWade,Do you want to see #RoeVWade overturned?,,,,MasonPampinella
32,"RoeVWade, Proud","#RoeVWade #Proud I have 3 sister all who are PRO-LIFE  have beautiful children! I am the lucky one as their brother. I stand with REAL WOMEN!!!

#MAGAPatriotsUnite

#RedAwaken2020 #GetInTheFight @redawaken2020

#BLEXIT #WalkAway #MAGA2KAG #MAGACountry #Trump2020 #BuildTheWall ",;;,;;,,sappermartin
33,RoeVWade,"Maybe if we called school shootings ""post-birth abortions"" the Republican Party would give a damn about them. #RoeVWade #AlabamaAbortionBan",Republican Party;,Republican Party;,,whitechoclate68
34,,"Alabama reaches a new, deeply unconstitutional low. Abortion is not a crime, it is a medical procedure, a constitutional right,  above all else, a choice for women to make without government interference. We’ll never stop fighting for women to have control over their own bodies. ",Alabama;Abortion;,Alabama;;,,sweetzwoo1
35,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,jdubya688
36,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,penneyewart
37,,Yes please let’s stop giving all that money to Israel,Israel,Israel,,AlphaTrap420
38,"fiverr, AlabamaAbortionBan","Are you looking for convert PSD to HTML? Contact me at any time on #fiverr
Jets Gase #AlabamaAbortionBan #WednesdayWisdom Black Mirror #RoeVWade Morty 
","PSD,HTML;Jets Gase,Black Mirror, Morty",; Morty,https://twitter.com/i/web/status/1128732850302251008,shafiqhammad7
39,RoeVWade,"The attack on women’s bodies is real. We aren’t going to be silent. 

Our voices will be heard. 

✊🏾✊✊🏻✊🏼✊🏽✊🏿

#RoeVWade ",;;;,;;;,,smazattack
40,RoeVWade,"The attack on women’s bodies is real. We aren’t going to be silent. 

Our voices will be heard. 

✊🏾✊✊🏻✊🏼✊🏽✊🏿

#RoeVWade ",;;;,;;;,,K_KiallRoran
41,"RoeVWade, RoeVsWade",Do you remember when Joe Biden voted to allow states to overturn Roe V Wade? I sure do. #RoeVWade #RoeVsWade #AlabamaBoycott #GeorgiaBoycott #WednesdayWisdom,"Joe Biden,Roe V Wade;;","Joe Biden,Roe V Wade;;",,SirJoshImmortal
42,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,fetrow_judith
43,,Wellppppp,,,,CuriousKaila
44,,"Basic health care includes safe, legal Abortion. Alabama’s backdoor abortion ban is an unconstitutional attack on women—an attack happening all across America. Let’s be very clear: We’re going to fight this ban and defend #RoeVWade. And we’ll win. ","Abortion;Alabama,abortion,America;;",";Alabama,,America;;",,DeborahAlcorn
45,,"Actually it is the CHILDREN conceived in rape who thank the state GOP. Those children who are who are often given the death penalty even though they are completely innocent of any crimes. They thank the state GOP.
One of such children is Travon👉🏾 ",GOP;;GOP;Travon,GOP;;GOP;Travon,,BjBadger2wisky
46,,"Roe V Wade: The Constitutional Right to Access Safe, Legal Abortion. On January 22, 1973, the U.S. Supreme Court handed down its landmark decision in the case of Roe V Wade, which affirmed the constitutional right to access safe, legal abortion. #RoeVWade","Roe V Wade, Abortion;U.S. Supreme Court,Roe V Wade,abortion","Roe V Wade, ;U.S. Supreme Court,Roe V Wade,",https://twitter.com/i/web/status/1128732862377877504,BrendaLeeNY
47,RoeVWade,I can’t believe we’re still debating #RoeVWade in 2019. WTAF,,,,Jason_House
48,,"Alabama reaches a new, deeply unconstitutional low. Abortion is not a crime, it is a medical procedure, a constitutional right,  above all else, a choice for women to make without government interference. We’ll never stop fighting for women to have control over their own bodies. ",Alabama;Abortion;,Alabama;;,,think_teach1
49,,27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),Alabama;,Alabama;,,MoHottaMoBetta
50,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama  trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",",Israel;Alabama,US,Israel",,RichardRitzJr1
51,RoeVWade,"If a woman dies during childbirth, then the man who orgasmed inside her should be charged with murder. #RoeVWade",,,,ariakumar
52,,"What happened in Alabama can NEVER happen here in VA and as our Federal Judiciary now leans conservative, it’s important that #RoevWade continues to be the law of the land in VA. I will fight for a women’s right to have control over their own bodies #SaveRoe #MyBodyMyChoicePeriod","Alabama,VA,Federal Judiciary,VA;","Alabama,VA,Federal Judiciary,VA;",,nitagale
53,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama  trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",",Israel;Alabama,US,Israel",,Its_Ry_Guy
54,,"What's all the fuss? U can still get an ""Abortion"" in Alabama. Just wait until your kid is school age and leave it in the hands of classroom shooters there. #NRAIsATerroristOrganization #BoycottAlabama #RoeVWade #WomensRightsAreHumanRights #AlabamaHatesWomen #AlabamaAbortionBan",";Abortion,Alabama;;",";,Alabama;;",,stalag13G
55,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,Michael_Sh4w
56,,"Shout out to everyone who said we were mad about nothing, bitter, and over exaggerating when we went out and marched right after that boy got put into the White House. #RoeVWade",White House;,White House;,https://twitter.com/i/web/status/1128732874855682048,ReallyMighty
57,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,rohaniroop
58,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,gzaidlin
59,RoeVWade,"Well done Alabama!

#RoeVWade ",Alabama;,Alabama;,,jacktunney6
60,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,deedee33955
61,"AlabamaAbortionBan, WednesdayWisdom, RoeVWade","Its my new  logo design
Link here:     
#AlabamaAbortionBan #WednesdayWisdom #RoeVWade #WomensRightsAreHumanRights #YouKnowMe #zombie #romance #lufc #Girl #Vampire #UofTFieldDay #WinnipegGeneralStrike #catsvdogs #HitMeWithYourBestPun #LEEDER ",;;,;;,"https://bit.ly/2HFOJ5i, https://twitter.com/i/web/status/1128732879838765063",ArifAri82038236
62,RoeVWade,"If a woman dies during childbirth, then the man who orgasmed inside her should be charged with murder. #RoeVWade",;,;,,jen_fritz
63,,"Women could get 30 years in prison for having a miscarriage in Georgia. We all saw this coming and now it’s time to resist. Bankrupt the states that bans Abortion until they overturn these laws. Women deserve better. 

#RoeVWade 

",Georgia;;Abortion;,Georgia;;;,,SluttySlutSlut1
64,,"The right on Abortion: ""Won't someone think of the children!?""
The right on the latest mass shooting of innocent children in schools: crickets
But yeah. Totally pro-life and not anti-woman. Totally. #RoeVWade #AlabamaAbortionBan #alpolitics",Abortion;;;;;,;;;;;,https://twitter.com/i/web/status/1128732886507458560,generic_dreams
65,RoeVWade,@katebarstool Stronger than @SenSusanCollins determining whether Kavanaugh would promise to uphold #RoeVWade,Kavanuagh,Kavanuagh,,KatieMazzz
66,,Alabama’s abortion ban is a cruel and blatant attack on women—and it is part of a larger effort by extreme politicians to roll back #RoevWade. I’m going to fight these attacks every step of the way and I know women and men across the country are too.,"Alabama,abortion;","Alabama,;",,blkduk27
67,,"The Alabama Senate passed a bill banning and criminalizing abortion, even in the case of the incestual rape of a minor. 

How sick is that?

#RoeVWade #Choice #WomensRightsAreHumanRights #ReproductiveRights #ProChoice #WednesdayWisdom ","Alabama Senate,abortion;;","Alabama Senate,;;",,tallies53
68,,yes please,,,https://twitter.com/JohnFugelsang/status/1128695136551149569,okaybyyyeeeeeee
69,,"Alabama Republicans using their Christian beliefs for the reason to make Abortion illegal.
It's not about god, it's about controlling women
If it is about god for some, not your place to make that decision. 
Choices in life R b/t god  individual
#RoeVWade","Alabama Republicans,Christian,Abortion;;;;","Alabama Republicans,Christian,;;;;",https://twitter.com/i/web/status/1128732889837907969,MiaLis79
70,RoeVWade,"Maybe if we called school shootings ""post-birth abortions"" the Republican Party would give a damn about them. #RoeVWade #AlabamaAbortionBan",Republican Party;,Republican Party;,,MsLisaBaby
71,,27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),Alabama;,Alabama;,,haimeswatching
72,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,mccannic
73,,27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),Alabama;,Alabama;,,Smith8241Smith
74,RoeVWade,It is a child.  #RoeVWade,,,,ClintLewey
75,"AlabamaAbortionBan, RoeVWade",#AlabamaAbortionBan is a beautiful thing. Can't wait for the next state to adopt it. Soon #RoeVWade will be dead and become a states right issue under the 10th Amendment.,;; 10th Amendment,;; 10th Amendment,https://twitter.com/i/web/status/1128732895638691840,ShaunPerryWho
76,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,lisa_simonetti
77,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama  trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",",Israel;Alabama,US,Israel",,sallyagale
78,,"please take two minutes to read this, it’s incredibly important and pertinent to what’s happening in several states. the weight of the legislation that’s being passed needs to be realized. #RoeVWade ",;;,;;,,kaydent15
79,,Alabama State Senator on new Pro-Life bill: “Life is a life even if its origin are in very difficult situations. That life is still precious...Life is a gift of our creator and we must do everything that we can to protect life.” #RoeVWade,Alabama State Senator;;,Alabama State Senator;;,,Celiatweet
80,"AlabamaAbortionBan, RoevWade",The #AlabamaAbortionBan has the pro-abortion crowd running scared because they know the days of #RoevWade are numbered! We will abolish Abortion!,;Abortion,;,,browngravy_93
81,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,HelenRosenthal
82,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama  trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",",Israel;Alabama,US,Israel",,r06ue1
83,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,TinaTinabelton
84,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,Supr3m30verl0rd
85,,"45 people and their 87,000 bots with cartoon character profile images and less than 20 followers are out debating #RoeVWade today on Twitter.",Twitter,Twitter,,rubylu18
86,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,Katieasbury2
87,,27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),Alabama;,Alabama;,,cherylc1159
88,,Yesterday Alabama voted to ban nearly all abortions and criminalize the procedure for doctors in a direct challenge to #RoeVWade The legislation does not make exceptions for rape or incest. Watch @BirthrightFilm to learn more about what is now at stake:,Alabama;,Alabama;,https://twitter.com/i/web/status/1128732912923414535,womenmakemovies
89,RoeVWade,"The attack on women’s bodies is real. We aren’t going to be silent. 

Our voices will be heard. 

✊🏾✊✊🏻✊🏼✊🏽✊🏿

#RoeVWade ",;;;,;;;,,alxandramariee
90,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,KeKeSelby1
91,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,Nattiecomplex
92,,"Rape, incest, and a threat to the life of the mother account for less than 1% of abortions annually. ",,,,daddywawa1776
93,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,dlaquarabbit
94,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,EddieArshaid
95,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,theblack_abyss
96,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,HughesLyn
97,,"It's time to remove abortion from the whispers  shame. 1 in 4 U.S. women will have an Abortion. I'm one of those women. I was married for 6 yrs  using birth control. I am not ashamed. 6 yrs later I chose to become a mother to my daughter. Protect #RoevWade 
#NoShame",Abortion;;;,;;;,,ChaosofArt
98,,"Roe V Wade was decided before the ultrasound and before many medical and scientific advancements.

Today, we know human life begins at fertilization.

In reality, #RoevWade is regressive and outdated law. ",Roe V Wade;;,Roe V Wade;;,,BrianGoatScal
99,,"My wife and I created a Netflix show (out in 2020) that was going to shoot in Georgia. We decided to move production to Vancouver. I feel bad for the Georgia residents who lost out on work, but we morally couldn’t give money to such a horribly run state. #RoeVWade ","Netflix,Georgia;Vancouver;Georgia;","Netflix,Georgia;Vancouver;Georgia;",,SluttySlutSlut1
100,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama  trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",",Israel;Alabama,US,Israel",,scotticus
101,,"Alabama rapists thank the state GOP for finally giving every one of them the option to pick the mother of their next child.   
#RoevWade","Alabama,GOP;","Alabama,GOP;",,DLMediaVelocity
102,,America is where the Planned Parenthood shooter was too insane to stand trial for murder but not too insane to legally buy semi automatics.  #RoeVWade,"America,Planned Parenthood;","America,Planned Parenthood;",,ligonlaw
103,,"""We're not gonna boycott Alabama. We're having our convention there this year! Wahooo!!!"" -United Rapists and Incest Practitioners of America (it's Great again!) 

#RoeVWade #BoycottAlabama #WomensRightsAreHumanRights #AlabamaHatesWomen #AlabamaAbortionBan",Alabama;;America;,Alabama;;America;,,jenniferdhillon
104,RoeVWade,Why don't we make it illegal to get a woman pregnant against her will? #RoeVWade,;,;,,lilbeam88
105,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,willy2tichner
106,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama  trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",",Israel;Alabama,US,Israel",,WormsAreMoney
107,,Donald Trump saying he's very PRO CHOICE. Hey people! This con man only says what he thinks you want to hear!,Donald Trump;;,Donald Trump;;,,TimiT777
108,,"Alabama reaches a new, deeply unconstitutional low. Abortion is not a crime, it is a medical procedure, a constitutional right,  above all else, a choice for women to make without government interference. We’ll never stop fighting for women to have control over their own bodies. ",Alabama;Abortion,Alabama;,,WonderWoman412
109,,Don’t look away from who is trying to turn back the clock on our basic human rights. Women are coming for these seats.  #Alabama #RoevWade,;;,;;,,lori_bowdler
110,,"45 people and their 87,000 bots with cartoon character profile images and less than 20 followers are out debating #RoeVWade today on Twitter.",Twitter,Twitter,,Lilylou23808782
111,,"What happened to this country, land of the free, home of the brave? It's now a place of oppression, where a white patriarchy thinks it has a right to control women, where racists roam free, and an incompetent dementia patient squats in the White House. It's not America. #RoeVWade ",;White House;America;,;White House;America;,,Justice122262
112,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,linepoo55
113,,"Alabama reaches a new, deeply unconstitutional low. Abortion is not a crime, it is a medical procedure, a constitutional right,  above all else, a choice for women to make without government interference. We’ll never stop fighting for women to have control over their own bodies. ",Alabama;Abortion;,Alabama;;,,CathyOhrinGreip
114,,America is where the Planned Parenthood shooter was too insane to stand trial for murder but not too insane to legally buy semi automatics.  #RoeVWade,"America,Planned Parenthood;","America,Planned Parenthood;",,PriusRaj
115,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama  trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",",Israel;Alabama,US,Israel",,aheath0385
116,"RoeVWade, Alabama","If Jesus was in America we’d all have healthcare, not banning Abortion. #RoeVWade #Alabama ","Jesus,America; Abortion","Jesus,America; ",,JonS253
117,"youtube, Social","@TwitterMoments I'm offering some special service at a low price.
#youtube promotion and SEO
#Social Media Promotion

#Jets #Gase #AlabamaAbortionBan #WednesdayWisdom #RoeVWade #BlackMirror #WomensRightsAreHumanRights #MikeMaccagnan #YouKnowMe #Morty",;;;,;;;,https://twitter.com/i/web/status/1128732945194205184,NiazAsef
118,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,MichelleDeken
119,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,mg_swizzle
120,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,Americans,,NicoleRipken
121,,Alabama’s abortion ban is a cruel and blatant attack on women—and it is part of a larger effort by extreme politicians to roll back #RoevWade. I’m going to fight these attacks every step of the way and I know women and men across the country are too.,"Alabama,Abortion;","Alabama,;",,ThePaul25
122,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;","Trump,Donald Trump;",,nursepeggy52
123,,"This attack on women's health and freedom is an abomination. 

To my fellow males: THIS IS OUR FIGHT TOO. STEP UP.

#Abortion #RoeVWade #Alabama ",;;,;;,,Bodhi66
124,,"What happened in Alabama can NEVER happen here in VA and as our Federal Judiciary now leans conservative, it’s important that #RoevWade continues to be the law of the land in VA. I will fight for a women’s right to have control over their own bodies #SaveRoe #MyBodyMyChoicePeriod","Alabama,VA,Federal Judiciary,VA;","Alabama,VA,Federal Judiciary,VA;",,tolag
