ID,HashTags,TweetText,mentions_other,mentions_limited_types,URLs,User
40,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,1DOLLA6
41,,"July 2018: KD told C.J. McCollum on the Pull Up Podcast - ""...Don't worry about what goes on at the top of things."" 

May 12, 2019: 
How about that?  🤔🤔🤔🤔
WCF - Portland Trail Blazers vs Golden State Warriors

#RipCity ",";KD, C.J. McCollum, Pull Up Podcast;;WCF, Portland Trail Blazers, Golden State Warriors;",";KD, C.J. McCollum, Pull Up Podcast;;WCF, Portland Trail Blazers, Golden State Warriors;",,belikesup
42,RipCity,"""Pressure can either bust pipes or make diamonds."" 

@thekidet reflects on all #RipCity has been through this season, losing Paul Allen, @bosnianbeast27 going down, and Yim being in a car accident ",";Paul Allen,Yim",";Paul Allen,Yim",https://twitter.com/i/web/status/1127722978349740032,AJ_McCord
43,,"My copy of @NBA2K strikes again. This time, it nailed the Nuggets' point total and was just 5 points off for the Blazers. I think it's enchanted. #RipCity ",";Nuggets,Blazers;;",";Nuggets,Blazers;;",,KGWNews
44,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,Waviiski
45,,". @bosnianbeast27 joined the @trailblazers on the court after they clinched a WCF berth. 

Where have we seen that wave before...? 

#ripcity ",WCF berth;;,WCF berth;;,,AngelinaJojot1
46,RipCity,@Enes_Kanter Enes now trolling the Nuggets and I love it!! 💪👍👏 #RipCity,Nuggets;,Nuggets;,,jbrunton76
47,,"My copy of @NBA2K strikes again. This time, it nailed the Nuggets' point total and was just 5 points off for the Blazers. I think it's enchanted. #RipCity ",";Nuggets,Blazers;;",";Nuggets,Blazers;;",,KGWSports
48,,BLAZERS! 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 #RipCity,BLAZERS;,BLAZERS;,,lukeadcox
49,ripcity,. @Enes_Kanter discusses balancing observance of Ramadan with preparing for Game 5 #ripcity,Ramadan,,,Yurt034
50,RipCity,YEAH WESTERN CONFERENCE FINALS BABY! #RipCity,WESTERN CONFERENCE FINALS,WESTERN CONFERENCE FINALS,,syntaxaeron
51,RipCity,"By the way this is how I’m feeling after the Blazers win #RipCity 
",Blazers,Blazers,https://youtu.be/YOuE-GgGIhg,kole_musgrove
52,,It’s official. @CJMcCollum the most underrated player in the league. Not even close. Any team would take him over multiple all stars this year. Thankful he’s ours. #RipCity,;;;;;,;;;;;,https://twitter.com/i/web/status/1127723009903476736,jbredstrand
53,"PhantomCam, RipCity, NBAPlayoffs","CJ McCollum sinks the game-clinching jumper in #PhantomCam!

#RipCity 
#NBAPlayoffs ",CJ McCollum;;,CJ McCollum;;,,KSarmagedon
54,,Rip city with the dubskis,"Rip city,dubskis","Rip city,dubskis",,jetKoesUp
55,RipCity,"The matchup is set.

#RipCity ",;,;,,ImmJustKidding
56,,"VIDEO: CJ's brother (@ErrickM3) told him 'not to settle' 
37 points later, the @trailblazers are headed to the Western Conference Finals!

#RipCity ",CJ;Western Conference Finals;,CJ;Western Conference Finals;,,calvindeaton3
57,RipCity,"This is a special team. A special year. 

Soak this in... it’s a good time to live in Portland. #RipCity",;;;Portland;,;;;Portland;,,elliebabee13
58,"WesternConferenceFinals, RipCity",Still can’t believe we get to see our @trailblazers in the #WesternConferenceFinals #RipCity,,,,Mattjohn007
59,"PhantomCam, RipCity, NBAPlayoffs","CJ McCollum sinks the game-clinching jumper in #PhantomCam!

#RipCity 
#NBAPlayoffs ",CJ McCollum;;,CJ McCollum;;,,awgeful
60,,"Down 17
On the road
Game 7
CJ McCollum, Evan Turner and Zach Collins answered the bell.  Never stop believing in this team. #RipCity",";;;CJ McCollum, Evan Turner, Zach Collins;",";;;CJ McCollum, Evan Turner, Zach Collins;",,1adamdude
61,"RipCity, AuthenticFan","Kan we take a selfie 😏

@Enes_Kanter #RipCity #AuthenticFan ",Kan;,Kan;,,traveler2949
62,RIPCITY,@trailblazers @CJMcCollum @Biofreeze CJ walking onto the court today in Denvet.... #RIPCITY,"CJ, Denvet;","CJ, Denvet;",,naughTAY2968
63,,". @bosnianbeast27 joined the @trailblazers on the court after they clinched a WCF berth. 

Where have we seen that wave before...? 

#ripcity ",WCF;;,WCF;;,,IvAnJoRdAn1980
64,ripcity,Get yourself a role model like @Enes_Kanter #ripcity,,,,Yurt034
65,"PhantomCam, RipCity, NBAPlayoffs","CJ McCollum sinks the game-clinching jumper in #PhantomCam!

#RipCity 
#NBAPlayoffs ",CJ McCollum;;,CJ McCollum;;,,flyguyyamir
66,,Today being an actor sucks! It’s Game 7. Winner goes to the Conference Finals. Game starts at 3:30. And I’ll be on stage doing my stupid play! [editor’s note: the play isn’t stupid] BUT I‘ll be wearing my #RipCity T-shirt under my costume. That’ll show ‘em! 😭😭😭 #NBAPlayoffs,;;Conference Finals;;;;;,;;Conference Finals;;;;;,,sheley_s
67,"ripcity, 2019NBAplayoffs",“When can I get my refund?”- Denver Nuggets fans #ripcity #2019NBAplayoffs,;Denver Nuggets,;Denver Nuggets,,TheRockyClassic
68,,"🏀 FINAL SCORE THREAD 🏀

CJ McCollum goes off for 37 PTS, powering the @trailblazers (4-3) past Denver and into the Western Conference Finals! #NBAPlayoffs

#RipCity 100
#MileHighBasketball 96

Evan Turner: 14 PTS
Damian Lillard: 13 PTS, 10 REB, 8 AST
Enes Kanter: 12 PTS, 13 REB ",";CJ McCollum,Denver, Western Conference Finals;;;;Evan Turner;Damian Lilliard;Enes Kanter",";CJ McCollum,Denver, Western Conference Finals;;;;Evan Turner;Damian Lilliard;Enes Kanter",,1adamdude
69,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,storyahay
70,,Splash Bros Vs Steph Bro,"Splash Bros, Steph Bro","Splash Bros, Steph Bro",,lavorn_smith
71,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,notoriouskb24
72,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,johnpauloh_
73,RipCity,VIDEO: How is @Enes_Kanter holding up with Ramadan fasting in full effect? #RipCity,Ramadan,,,nus_pjetro
74,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,santiba94
75,"PhantomCam, RipCity, NBAPlayoffs","CJ McCollum sinks the game-clinching jumper in #PhantomCam!

#RipCity 
#NBAPlayoffs ",CJ McCollum;;,CJ McCollum;;,,abe_t2
76,"PhantomCam, RipCity, NBAPlayoffs","CJ McCollum sinks the game-clinching jumper in #PhantomCam!

#RipCity 
#NBAPlayoffs ",CJ McCollum;;,CJ McCollum;;,,_JetLife_
77,RipCity,"Hallelujah and celebrations —

W O W !!!

BLAZERS rocked it!! 🎉💪🏀 #RipCity ",Hallelujah;;BLAZERS;,Hallelujah;;BLAZERS;,,BillieO2
78,RipCity,That was a sassy win!! Congrats to all the players and coaching staff! What a magical season in #RipCity,;;,;;,,troy_barnard
79,RipCity,VIDEO: How is @Enes_Kanter holding up with Ramadan fasting in full effect? #RipCity,Ramadan,,,aliapil
80,RipCity,Happiest husbitch in all the land. #RipCity,;,;,,tiffanybrook
81,,"A mother's embrace: ""How real it is!!!""

@Dame_Lillard celebrates with his family after clinching a berth to the Western Conference Finals.

#ripcity ",;Western Conference FInals;,;Western Conference FInals;,https://twitter.com/i/web/status/1127723149745901569,NBCSNorthwest
82,,"CJ McCollum and the @trailblazers win Game 7 to advance to the Western Conference Finals!

Game 1: Tuesday (5/14), 9pm/et, ESPN

#RipCity #NBAPlayoffs ","CJ McCollum,Western Conference Finals;ESPN;","CJ McCollum,Western Conference Finals;ESPN;",,Natemeja
83,,".@farouq1 didn't have his best game but during the regular season he says the team will say ""at least there's another game"" and tonight he's grateful his teammates gave him the chance to have another game 

#RipCity ",;,;,,Aamot4life
84,RipCity,"""Pressure can either bust pipes or make diamonds."" 

@thekidet reflects on all #RipCity has been through this season, losing Paul Allen, @bosnianbeast27 going down, and Yim being in a car accident ",";Paul Allen,Yim",";Paul Allen,Yim",,KOINNews
85,,I think @CJMcCollum just made a case on why he’s an Allstar!,Allstar,Allstar,,RC3USMC
86,ripcity,"The moment the clock hit 0.0 was pure chaos on the court 

Be part of it here! 

#ripcity ",;;,;;,,Mustafic_Muaviz
87,"PhantomCam, RipCity, NBAPlayoffs","CJ McCollum sinks the game-clinching jumper in #PhantomCam!

#RipCity 
#NBAPlayoffs ",CJ McCollum;;,CJ McCollum;;,,RoRodagreat1
88,RipCity,Mile byeeeeeee. HELL YES #RipCity,;,;,,tejrtid
89,"RipCity, NBAPlayoffs","CJ McCollum (37 PTS, 9 REB) DOMINATED as the @trailblazers head to the WCF! 🔥

#RipCity | #NBAPlayoffs ","CJ McCollum,WCF;","CJ McCollum,WCF;",,derf038
90,RIPCity,"@CJMcCollum @HamzahG_24 @stevejones20 Torrey Craig when he sees this reply

#RIPCity ",Torrey Craig;,Torrey Craig;,,RolPlayerSports
91,RipCity,Remember during the regular season when we had a Curry on Curry show down.....that bout to happen again #RipCity,Curry on Curry;,Curry on Curry;,,mentalbillness
92,RipCity,To be the man you got to beat the man #RipCity,,,,reedo284
93,,"The true king of dunks, RIP ❤️",,,,AzureZero20XX
94,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,Chris_topher_95
95,,"A mother's embrace: ""How real it is!!!""

@Dame_Lillard celebrates with his family after clinching a berth to the Western Conference Finals.

#ripcity ",;Western Conference Finals;,;Western Conference Finals;,,SlmSen1
96,"RipCityOnTheyAss, RipCity",BIG boys 😤✊ well done @MeyersLeonard11 and team. They THOUGHT #RipCityOnTheyAss #RipCity,;,;,,IAMMEAGAN__
97,"RipCity, NBAPlayoffs","CJ McCollum (37 PTS, 9 REB) DOMINATED as the @trailblazers head to the WCF! 🔥

#RipCity | #NBAPlayoffs ","CJ McCollum,WCF;","CJ McCollum,WCF;",,jepoymalds
98,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,DBStimpy
99,,"🏀 FINAL SCORE THREAD 🏀

CJ McCollum goes off for 37 PTS, powering the @trailblazers (4-3) past Denver and into the Western Conference Finals! #NBAPlayoffs

#RipCity 100
#MileHighBasketball 96

Evan Turner: 14 PTS
Damian Lillard: 13 PTS, 10 REB, 8 AST
Enes Kanter: 12 PTS, 13 REB ","; CJ McCollum, Denver, Western Conference Finals;;;;Evan Turner;Damian Lillard; Enes Kanter","; CJ McCollum, Denver, Western Conference Finals;;;;Evan Turner;Damian Lillard; Enes Kanter",,toledoplayer
100,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,Nccsry
101,"PhantomCam, RipCity, NBAPlayoffs","CJ McCollum sinks the game-clinching jumper in #PhantomCam!

#RipCity 
#NBAPlayoffs ",CJ McCollum;;,CJ McCollum;;,,r4jjesh_
102,,Why does it look like @CJMcCollum was smiling the whole play? 🙂,,,https://twitter.com/nba/status/1127718094456143872,RoRodagreat1
103,RipCity,"37 PTS
17-29 FGM
POR wins series 4-3
#RipCity ",;FGM;POR;,;FGM;POR;,,tauraz_one
104,"PhantomCam, RipCity, NBAPlayoffs","CJ McCollum sinks the game-clinching jumper in #PhantomCam!

#RipCity 
#NBAPlayoffs ",CJ McCollum;;,CJ McCollum;;,,lil__carlos1698
105,ripcity,"The moment the clock hit 0.0 was pure chaos on the court 

Be part of it here! 

#ripcity ",;;,;;,,vdereli10
106,,". @bosnianbeast27 joined the @trailblazers on the court after they clinched a WCF berth. 

Where have we seen that wave before...? 

#ripcity ",WCF;;,WCF;;,,sarahwetjen
107,RipCity,@Enes_Kanter We love you @Enes_Kanter! I'm so happy you are part of #RipCity,;,;,,MysticKarma_COR
108,,"CJ McCollum and the @trailblazers win Game 7 to advance to the Western Conference Finals!

Game 1: Tuesday (5/14), 9pm/et, ESPN

#RipCity #NBAPlayoffs ","CJ McCollum,Western Conference Finals;ESPN;","CJ McCollum,Western Conference Finals;ESPN;",,tauraz_one
109,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,FutureNBAScout
110,"RipCity, NEP, MothersDayMiracle",From The Womb To The Tomb #RipCity #NEP #MothersDayMiracle @trailblazers,,,,bigjohnNEP
111,,"""We don't stop, we don't quit. When we came in at halftime there was nobody in this locker room thought we were going to lose this game...we've shown that all season...we're at our best when our backs are against the wall"" @moe_harkless #RipCity ",;;,;;,,enesdenizli
112,,WE IN AUSTRALIA AND IT'S MONDAY MORNING AND THE @TRAILBLAZERS WIN AND EVERYBODY GETS THE DAY OFF SCHOOL AM I RIGHT?!?!?!?! #RIPCITY,AUSTRALIA;,AUSTRALIA;,https://twitter.com/i/web/status/1127723331002617856,VoiceOfCalabro
113,"RipCity, MileHighBasketball, NBAPlayoffs, NBAonABC","CJ McCollum sees an opening and has a game-high 23 PTS!

#RipCity 51
#MileHighBasketball 58

#NBAPlayoffs #NBAonABC ",CJ McCollum;;;,CJ McCollum;;;,,wh1tsel
114,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,yung_mitch_
115,RIPCITY,@trailblazers @CJMcCollum @Biofreeze CJ walking onto the court in Denver... #RIPCITY,"CJ, Denver;","CJ, Denver;",,naughTAY2968
116,"NBAPlayoffs, RipCity","Is there a better service than TSR in the #NBAPlayoffs ? #RipCity (+5.5) and ML (+200) with the dramatic game 7 victory in Denver ...
McCollum, Lillard, Turner, Kanter, Collins, Harkless were the catalysts ","TSR;Denver;McCollum, Lillard, Turner, Kanter, Collins, Harkless","TSR;Denver;McCollum, Lillard, Turner, Kanter, Collins, Harkless",,Gruelingtruth
117,"NotToday, ripcity",CJ McBlock'Em #NotToday #ripcity,CJ McBlock'Em,CJ McBlock'Em,,DettyDrew
118,,". @bosnianbeast27 joined the @trailblazers on the court after they clinched a WCF berth. 

Where have we seen that wave before...? 

#ripcity ",WCF;;,WCF;;,,tahneeah
119,RipCity,"37 PTS
17-29 FGM
POR wins series 4-3
#RipCity ",;FGM;POR;;,;FGM;POR;;,,chuxugo
120,,BLAZERS! 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 #RipCity,BLAZERS;,BLAZERS;,,iamliviin
121,RipCity,#RipCity boysss,,,,Call_Me_Cave
122,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,Retroranger18
123,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,mike_Cardone7
124,,This right here 🙌,,,,JamieHudsonNBCS
125,RipCity,Can’t wait for sundown so you can chug some water and feast. Congrats! #RipCity,;;,;;,,jbredstrand
126,RipCity,"He would've been proud. 

What a win @trailblazers! #RipCity ",;;,;;,,SisillaRiann
127,RipCity,VIDEO: How is @Enes_Kanter holding up with Ramadan fasting in full effect? #RipCity,Ramadan;,;,,umityolcusu1
128,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,Arthurlee_M
129,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,YoavDubinsky
130,"NotToday, ripcity",CJ McBlock'Em #NotToday #ripcity,CJ McBlock'Em,CJ McBlock'Em,,DragonX_13
131,RipCity,Damian Lillard and Jody Allen share a hug #RipCity @KGWNews @trailblazers,"Damian Lillard, Jody Allen","Damian Lillard, Jody Allen",,Jayfay478
132,"PhantomCam, RipCity, NBAPlayoffs","CJ McCollum sinks the game-clinching jumper in #PhantomCam!

#RipCity 
#NBAPlayoffs ",CJ McCollum;;,CJ McCollum;;,,_tonyhunter
133,,"CJ McCollum and the @trailblazers win Game 7 to advance to the Western Conference Finals!

Game 1: Tuesday (5/14), 9pm/et, ESPN

#RipCity #NBAPlayoffs ","CJ McCollum, Western Conference Finals;ESPN;","CJ McCollum, Western Conference Finals;ESPN;",,chuxugo
134,"PhantomCam, RipCity, NBAPlayoffs","CJ McCollum sinks the game-clinching jumper in #PhantomCam!

#RipCity 
#NBAPlayoffs ",CJ McCollum;;,CJ McCollum;;,,AnthonyB0898
135,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,Rich04real
136,"RipCity, NBAPlayoffs","#RipCity is back in the Western Conference Finals! 👏 

#NBAPlayoffs ",Western Conference Finals;,Western Conference Finals;,,splatereffect
137,RipCity,#RipCity for Life!,,,,BertozBest1
138,,". @bosnianbeast27 joined the @trailblazers on the court after they clinched a WCF berth. 

Where have we seen that wave before...? 

#ripcity ",WCF;;,WCF;;,,AnneRyan91
139,,*sings in Palauan* “Me tara coors light”,,,,islandirie
140,"PhantomCam, RipCity, NBAPlayoffs","CJ McCollum sinks the game-clinching jumper in #PhantomCam!

#RipCity 
#NBAPlayoffs ",CJ McCollum;;,CJ McCollum;;,,lucasknoix
141,RipCity,"The matchup is set.

#RipCity ",;,;,,marty_1310
142,"PhantomCam, RipCity, NBAPlayoffs","CJ McCollum sinks the game-clinching jumper in #PhantomCam!

#RipCity 
#NBAPlayoffs ",CJ McCollum;;,CJ McCollum;;,,_ThatBoyD
143,,"👏 @CJMcCollum pours in 37 PTS and comes up clutch late, helping the @trailblazers take Game 7 and advance to the Western Conference Finals! #RipCity #NBAPlayoffs

Game 1: Tuesday (5/14), 9pm/et, ESPN ",Western Conference Finals;ESPN,Western Conference Finals;ESPN,,ianO6Bon
144,,". @bosnianbeast27 joined the @trailblazers on the court after they clinched a WCF berth. 

Where have we seen that wave before...? 

#ripcity ",WCF;;,WCF;;,,AdelBrkic
145,,BLAZERS! 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 #RipCity,BLAZERS;,BLAZERS;,,coach_bsum
146,,"Don't cry
Don't cry
Don't cry
Don't cry
Don't cry
Don't cry
Don't cry
Don't cry
Don't cry
Don't cry

(via eneskanter11/IG) #RipCity #HappyMothersDay ",;;;;;;;;;,;;;;;;;;;,,JohnyMohawk
147,"NBAplayoffs, RipCity, StrengthInNumbers","Curry vs. Curry

#NBAplayoffs
#RipCity
#StrengthInNumbers ","Curry, Curry;;;","Curry, Curry;;;",,totd_US
