ID,HashTags,TweetText,mentions_other,mentions_limited_types,URLs,User
110,,Detroit is pretty darn cold too (pencil neck),Detroit,Detroit,,capactownhall
111,"LastWeekTonight, BorderCrisis, BillNye",@iamjohnoliver Perhaps Dora The Explorer can come on #LastWeekTonight and give her thoughts on the #BorderCrisis. #BillNye,Dora The Explorer,Dora The Explorer,,spinning_will
112,"BillNye, bot, deepfake, unplug, WakeUpAmerica","#BillNye  #bot #deepfake #unplug #WakeUpAmerica 

Bill Nye is dead this is a Bot replacement puppet. Tune it out, turn it off.",;Bill Nye;,;Bill Nye;,https://twitter.com/i/web/status/1128004064367632384,missbdevine01
113,,"First of all, you're an actor. Second, have you been to Chicago lately? Cause it's still f'n freezing here!! So STFU! #BillNye explains Global Warming to adults: ""The planet is on f***ing fire"" ",;Chicago;;Global Warming,;Chicago;;,,MAGAmarlonn
114,"BillNye, theplantetisonfire",Bill Nye is awesome #BillNye #theplantetisonfire,Bill Nye,Bill Nye,,clmassier
115,,"All he knows is that when you put water in the Freezer it turns to Ice.. That's it. It's a Con to make Money. People make money off of others who don't know. Foolish people. Like Gore, And others. Foolish crap.dont buy into it.",;;;;Gore;,;;;;Gore;,https://twitter.com/i/web/status/1128004263693758472,Victor75558928
116,,"First of all, you're an actor. Second, have you been to Chicago lately? Cause it's still f'n freezing here!! So STFU! #BillNye explains Global Warming to adults: ""The planet is on f***ing fire"" ",;Chicago;;Global Warming,;Chicago;;,,Nick_Clamorgan
117,,"First of all, you're an actor. Second, have you been to Chicago lately? Cause it's still f'n freezing here!! So STFU! #BillNye explains Global Warming to adults: ""The planet is on f***ing fire"" ",;Chicago;;Global Warming,;Chicago;;,,ClaraLKatzenmai
118,,"First of all, you're an actor. Second, have you been to Chicago lately? Cause it's still f'n freezing here!! So STFU! #BillNye explains Global Warming to adults: ""The planet is on f***ing fire"" ",;Chicago;;Global Warming,;Chicago;;,,SidneyPenny1
119,,"First of all, you're an actor. Second, have you been to Chicago lately? Cause it's still f'n freezing here!! So STFU! #BillNye explains Global Warming to adults: ""The planet is on f***ing fire"" ",;Chicago;;Global Warming,;Chicago;;,,ADeplorableBeam
120,,"First of all, you're an actor. Second, have you been to Chicago lately? Cause it's still f'n freezing here!! So STFU! #BillNye explains Global Warming to adults: ""The planet is on f***ing fire"" ",;Chicago;;Global Warming,;Chicago;;,,Mudblood54
121,"BillNye, ClimateChangeTheFacts, GoodNews","⚡️#BillNye dropped some F bombs while discussing #ClimateChangeTheFacts on John Oliver's show
#GoodNews 
",John Oliver,John Oliver,https://twitter.com/i/moments/1127966514974474240,yoURDATAisyours
122,BillNye,"The latest Tweets from Bill Nye (@BillNye): ""In Oklahoma City celebrating spa..  #BillNye #trend #Trending #News #TrendingNow Please #Retweet ","Bill Nye,Oklahoma City;","Bill Nye,Oklahoma City;","https://0se.co/nJtJN, https://twitter.com/i/web/status/1128005118270504960",oniontornetwork
123,,"First of all, you're an actor. Second, have you been to Chicago lately? Cause it's still f'n freezing here!! So STFU! #BillNye explains Global Warming to adults: ""The planet is on f***ing fire"" ",;Chicago;;Global Warming,;Chicago;;,,BladeMcCoy1
124,,"First of all, you're an actor. Second, have you been to Chicago lately? Cause it's still f'n freezing here!! So STFU! #BillNye explains Global Warming to adults: ""The planet is on f***ing fire"" ",;Chicago;;Global Warming,;Chicago;;,,Knightkore
125,,Bill Nye's Flat Earth Mental Breakdown. The earth is a fucking sphere @billnye knows. Anyone who studied science should know. Like WTF?!? Are we flat humans too? Even art proves 3D. #EarthIsASphere #MondayWisdom #BillNYE #LoveHisSarcasm #SarcasmTherapy,Bill Nye;;;;;;,Bill Nye;;;;;;,https://twitter.com/i/web/status/1128005233341337600,eveaccess2018
126,,"First of all, you're an actor. Second, have you been to Chicago lately? Cause it's still f'n freezing here!! So STFU! #BillNye explains Global Warming to adults: ""The planet is on f***ing fire"" ",;Chicago;;Global Warming,;Chicago;;,,Roy_Cam
127,"infographic, designer, Infographics","Are you lookingfor an #infographic #designer? 
Please contact :      
#Infographics #designer #graphicdesign #DorisDay
#MondayMotivation
#XMenDay
#DorisDay
#Beilein
#XMenSweepstakes
#MondayMorning
#TomCotton
#BillNye
#PillowTalk #GOTS8E5 ",;;;;;;;;;;;,;;;;;;;;;;;,"http://bit.ly/2ZtTyVT, https://twitter.com/i/web/status/1128005293361623046",lara_savige
128,,Actually his pants are on fire.,,,,rvaLuJ
129,BillNye,Lol @ people who say #BillNye @BillNye cant talk Climate Change because he went to school for Mechanical Engineering but listen to the entire @GOP talk Climate Change,"climate change,Mechanical Engineering,Climate Change",,https://twitter.com/i/web/status/1128005298025828352,shanks_austin
130,,"First of all, you're an actor. Second, have you been to Chicago lately? Cause it's still f'n freezing here!! So STFU! #BillNye explains Global Warming to adults: ""The planet is on f***ing fire"" ",;Chicago;;Global Warming,;Chicago;;,,philadper2014
131,BillNye,"SCIENCE

#BillNye went on @LastWeekTonight  w/ @iamjohnoliver 

Dropping F-Bombs galore about Climate Change &amp;  the planet is on fire

These people are selling #ClimateHysteria buy or die

NSFW or your brain ",;;Climate Change;;NSFW,;;;;,,SoCalEdgyGal
132,,"Bill Nye is a mechanical engineer, not a scientist.  It's amazing how many people think an unqualified idiot's opinion is fact...  #BillNye",Bill Nye;;,Bill Nye;;,,sportsdream
133,,".Is Elmer Gantry real, if so the left should get him to sing about this crisis !!!",;Elmer Gantry,;Elmer Gantry,,foomoto
134,,"Exactly.  Climate alarmists like Nye and Gore aren't even scientists.   They would have a lot more credibility if they wouldn't start their ""arguments"" with ""the f*cking planet's on fire!"". 1.3 degrees in 150 years is not cause for alarm.",";Climate,Nyw,Gore;;",";Climate,Nyw,Gore;;",https://twitter.com/i/web/status/1128005627718955015,BillMcCabe
135,BillNye,"Me, afraid to see #BillNye trending and almost sure he was dead ",,,,dark_swan
136,BillNye,"SCIENCE

#BillNye went on @LastWeekTonight  w/ @iamjohnoliver 

Dropping F-Bombs galore about climate change &amp;  the planet is on fire

These people are selling #ClimateHysteria buy or die

NSFW or your brain ",;;climate change;;NSFW,;;;;,,Goldenoldie910
137,BillNye,Best thing you will see all day!  You go #BillNye,;,;,,Sugarbear710
138,"science, globalwarming, billnye",The real @BillNye #science #globalwarming #billnye,,,,xKirkAlton
139,"MondayThoughts, DorisDay","#MondayThoughts RT @keycreations2: GET YOUR BRAND IDENTITY 25% OFF  
CONTACT US  

#DorisDay #MondayMotivation #BillNye… ",;;,;;,http://is.gd/znd8Wc,keycreations2
